Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
18620,Mature,Fair,No,,31905.68,1171.1,19.7,258.9
1100514,Middle aged,Fair,No,,1456.39,33.9,2.5,33.4
44578,Mature,Good,No,,24085.41,1051.8,20.8,605
45153,Juvenile,Fair,No,,783.21,18.7,1.9,54.5
16323,Middle aged,Fair,No,,2796.26,66.8,3.6,86.7
22187,Mature,Good,No,,11076.63,314,10.2,490.8
57119,Juvenile,Good,No,,153.43,,,
6727,Mature,Fair,No,,58479.9,2481,30.7,428
58366,Middle aged,Fair,No,,3117.74,,,
10912,Mature,Good,No,,21447.74,481.1,11.4,747.8
50421,Juvenile,Good,No,,239.74,2.4,0.6,3.5
2630,Mature,Fair,No,,8222.9,245.6,7.3,167
58593,Juvenile,Good,No,,153.43,,,
48126,Middle aged,Good,No,,1618.21,14.8,1.9,25.2
36355,Mature,Fair,No,,2589.13,27.7,1.9,25.7
18172,Mature,Good,No,,11893.83,238.9,7.6,402.2
59625,Mature,Good,No,,32633.87,,,
10387,Mature,Fair,No,,9189.5,279.5,8.4,132.7
17640,Mature,Fair,No,,16708.54,426.7,10.9,87.1
14919,Mature,Good,No,,30931.52,319,8.5,258.4
48064,Juvenile,Good,No,,539.4,12.3,1.5,20.9
1472,Mature,Good,No,,10904.57,248.4,7.6,36.9
8561,Middle aged,Good,No,,5136.19,52.6,2.7,74.4
52560,Juvenile,Good,No,,414.26,2.4,0.6,8.6
59333,Juvenile,Fair,No,,172.61,,,
50703,Juvenile,Good,No,,1640.86,13,1.7,26
14385,Middle aged,Fair,No,,10880.83,359.4,10.6,59.5
49640,Juvenile,Fair,No,,352.41,5.5,0.9,9.2
16075,Mature,Good,No,,18874.78,583.9,12.5,325.9
31626,Middle aged,Fair,No,,783.21,18.7,1.9,47.5
53774,Middle aged,Good,No,,1903.01,18.9,1.8,31.8
5973,Mature,Good,No,,7384.42,302.5,10,242.2
46150,Middle aged,Good,No,,2494.19,39.2,2.8,44.7
7067,Mature,Fair,Yes,Trunk decay,16182.09,748.6,16.3,88.5
14651,Mature,Good,No,,29032.82,749.8,15.7,371.9
21559,Middle aged,Fair,No,,17952.4,396.1,10.4,244
36156,Mature,Good,No,,4861.82,127.1,6,60.8
58843,Juvenile,Good,No,,0,,,
18236,Middle aged,Fair,No,,6068.29,52.6,2.7,85.3
21387,Mature,Good,No,,149651.93,5556.8,21.7,1022.9
54042,Middle aged,Fair,No,,1160.31,19.9,1.8,33.1
59645,Juvenile,Fair,No,,776.74,,,
51496,Middle aged,Fair,No,,2336.69,39.8,2.9,80.8
48722,Middle aged,Fair,No,,11185.06,239.8,7.7,168.4
17051,Mature,Fair,No,,18855.6,516.9,11.5,263.8
15273,Mature,Good,No,,41021.59,1237.5,23.1,301.6
4456,Mature,Good,No,,4530.98,198.4,8.5,63.4
7427,Middle aged,Fair,No,,4893.46,116.7,4.9,96.1
51607,Juvenile,Good,No,,524.3,2.7,0.7,9.3
41742,Middle aged,Good,No,,1242.78,16.5,1.8,31.7
21400,Mature,Good,No,,5834.18,123.4,5.7,107.4
1100047,Juvenile,Good,No,,86.3,,,
21402,Mature,Good,No,,227283.86,5879.2,11.8,1963
54388,Juvenile,Good,No,,271.85,1.8,0.4,4.5
8555,Mature,Good,No,,114577.25,4611.6,31.9,929
34883,Mature,Fair,No,,15979.27,422.2,9.3,207.8
29877,Middle aged,Fair,No,,1380.87,39.5,2.7,65.7
49811,Juvenile,Good,No,,194.18,3.8,0.8,3.8
1345,Mature,Fair,No,,86304.46,2993.9,34.3,752.1
54325,Not Applicable,Good,No,,115.07,1.4,0.5,3.8
50186,Juvenile,Fair,No,,115.07,1.4,0.4,3.8
35030,Mature,Good,No,,23593.48,764.7,17.2,434.6
60152,,,No,,,,,
39033,Middle aged,Good,No,,11968.27,433.5,12.3,117.2
10502,Middle aged,Fair,No,,2336.69,89.7,4.7,41.6
32675,Middle aged,Good,No,,1057.23,18.3,1.9,29.6
42600,Mature,Good,No,,6911.55,156.7,6.8,31.7
11505,Mature,Fair,No,,21212.55,568,11.1,804.6
45217,Juvenile,Good,No,,613.72,7.4,1.1,11.6
48811,Juvenile,Good,No,,647.28,14.8,1.9,21.9
50345,Middle aged,Good,No,,1472.93,33.7,3,21.9
6939,Middle aged,Good,No,,5056.9,63.1,4,221.1
37407,Middle aged,Good,No,,6291.6,87.3,4.7,135.6
4391,Mature,Fair,No,,5873.5,257.5,8,35.1
3087,Mature,Good,No,,71053.38,2912.9,38,1057
34652,Middle aged,Poor,No,,776.74,10.1,1.2,29.3
8455,Middle aged,Fair,No,,652.67,15.5,1.6,20.9
4340,Mature,Good,No,,16316.94,406.9,9.6,85.3
48,Middle aged,Fair,No,,3945.07,85.4,4.1,85.3
42164,Middle aged,Good,No,,986.75,18.7,2.1,25.2
19648,Middle aged,Fair,No,,12995.54,463.5,11.4,271.9
51773,Mature,Good,No,,19641.82,645.9,15.6,420.2
31467,Mature,Fair,No,,10652.84,611,14.5,157.7
58117,Juvenile,Good,No,,970.92,,,
18513,Mature,Good,No,,59653.64,3163.3,40,1193.2
22533,Mature,Good,No,,28099.65,650.3,12.6,323.6
51614,Juvenile,Good,No,,179.8,2.7,0.7,3.3
37320,Middle aged,Fair,No,,264.31,6.1,1,10.8
41363,Mature,Fair,No,,13291.97,265.8,7.2,395.5
54377,Juvenile,Good,No,,271.85,1.8,0.4,4.5
5866,Mature,Fair,No,,32894.95,487.9,9.5,164.9
48679,Middle aged,Good,No,,2097.2,22.7,2.4,29.6
52013,Juvenile,Fair,No,,422.9,3.7,0.7,11.6
18426,Mature,Good,No,,1657.04,46,3.6,54.7
26359,Middle aged,Good,No,,414.26,7.2,1.1,21.9
3041,Mature,Fair,No,,9942.27,142.1,4.7,162.2
6667,Mature,Good,No,,37594.22,1387.2,24.4,761.7
58971,Middle aged,Fair,No,,16119.75,,,
8761,Mature,Fair,No,,9942.27,228.5,7.5,144.4
59505,Middle aged,Fair,No,,9819.53,,,
55609,Juvenile,Fair,No,,115.07,1.6,0.5,9.9
46857,Mature,Good,No,,3115.59,59.5,3.8,23.5
34470,Middle aged,Good,No,,8165.48,143.9,6.9,118.3
59889,Juvenile,Good,No,,179.8,,,
41959,Middle aged,Poor,No,,4495.03,113.7,5,31.1
46174,Middle aged,Good,No,,1213.66,39.8,3.3,29.3
32921,Mature,Fair,No,,4194.4,168.2,6.8,44.5
19730,Middle aged,Fair,No,,3452.18,67.9,3.7,27.1
38272,Mature,Good,No,,783.21,18.3,2.1,23.6
55596,Middle aged,Good,No,,1691.57,64.7,3.6,18.3
10196,Middle aged,Good,No,,14029.87,785.6,18.9,199.5
55430,Juvenile,Fair,No,,582.56,,,
16545,Mature,Good,No,,12995.54,379.5,11.3,122.4
56695,Juvenile,Good,No,,179.8,1.6,0.5,3.2
3158,Middle aged,Fair,Yes,Basal decay,1458.54,24.1,2,29.3
51680,Juvenile,Good,No,,699.07,6.1,1.2,52.5
32212,Middle aged,Fair,No,,6450.78,221.4,7,216.8
797,Middle aged,Fair,No,,9072.76,166.4,6.2,85.3
16755,Mature,Good,No,,99044.07,3280.9,40.8,1278.7
12497,Middle aged,Fair,No,,2876.82,52.3,3.2,23.5
21054,Mature,Good,No,,9346.78,361.4,12.1,203.8
8393,Mature,Fair,No,,7929.22,313.9,9.8,122.4
8413,Middle aged,Fair,No,,2589.13,67.9,3.7,73.4
2838,Mature,Fair,No,,15292.07,430.9,10.9,67.7
10938,Middle aged,Good,No,,9330.6,169.6,6.2,233.5
18251,Mature,Good,No,,35953.35,811.4,14.3,347.7
59616,Juvenile,Good,No,,97.09,,,
21920,Mature,Good,No,,92634.35,3743.5,42.4,1740.4
14124,Mature,Fair,No,,12694.3,298,7.6,338
57445,Mature,Fair,No,,8738.33,183.3,6.6,199.5
49807,Juvenile,Fair,No,,134.85,2.7,0.6,0.8
48104,Juvenile,Good,No,,233.02,3.7,0.8,11.3
34552,Middle aged,Good,No,,2796.26,25.1,1.5,37.5
16459,Middle aged,Good,No,,3452.18,22.7,1.3,32.9
6947,Mature,Good,No,,126181.43,4390.9,37.1,1161.6
9057,Mature,Fair,No,,19426.6,702.2,14.6,378.8
49616,Juvenile,Good,No,,317.17,5.5,1,5.3
31847,Middle aged,Good,No,,4375.64,142.1,7.4,83
10376,Mature,Good,No,,17476.66,507.9,12.7,356.1
15787,Mature,Fair,No,,40786.95,3163.7,39.3,250.2
13720,Middle aged,Fair,No,,12082.63,240.4,6.3,203.4
17922,Middle aged,Fair,No,,9786.92,163.9,5.1,56
7389,Middle aged,Good,No,,6220.4,215.6,8.9,29.6
46458,Middle aged,Good,No,,1057.23,33.1,3,11.8
16301,Middle aged,Fair,No,,2854.52,61.4,3.8,82.4
37223,Mature,Fair,No,,7876.72,359.4,10.6,124
15156,Mature,Fair,No,,40242.69,993.3,14.3,406.8
27186,Middle aged,Fair,No,,11815.08,310.4,8.4,332.5
32784,Middle aged,Fair,No,,1870.64,46.1,2.9,57.7
2916,Middle aged,Good,No,,13291.97,163.9,5.1,347.7
21775,Mature,Good,No,,54614.54,1620.9,26.9,710.1
50423,Juvenile,Dead,No,,258.91,1.4,0.5,2.6
18621,Mature,Good,No,,16681.57,536.7,13.9,205
3727,Middle aged,Fair,No,,10338.19,250.5,7.9,248.7
51702,Middle aged,Fair,No,,647.28,12.5,1.4,13.2
45450,Juvenile,Good,No,,1640.86,12.3,1.5,9.9
22542,Middle aged,Fair,No,,4228.92,166.4,6.8,156.9
4395,Mature,Fair,No,,8630.45,179.1,6.5,60.8
7330,Mature,Good,No,,71809.62,1870.4,29.2,773.5
38041,Mature,Good,No,,1268.68,24.1,2,138.3
52914,Juvenile,Good,No,,460.29,2.7,0.7,3.5
37395,Middle aged,Good,No,,1409.64,33.1,3,29.6
18234,Mature,Fair,No,,16681.57,351.7,7.9,215.2
2163,Mature,Fair,No,,47129.79,1906,26.4,1038.3
10416,Mature,Fair,No,,11486.04,200.1,5.7,244
5031,Mature,Fair,No,,22370.12,521.2,12.2,347.7
45124,Juvenile,Good,No,,1215.46,28.1,2.7,3.5
10943,Mature,Fair,No,,65314.13,2834.3,33.2,454.5
6403,Mature,Fair,No,,245459.58,5752.7,16.3,1910.1
57472,Middle aged,Fair,No,,613.72,8.2,1,12.6
37985,Juvenile,Good,No,,776.74,18.9,2,10.5
49844,Middle aged,Good,No,,1078.8,11.7,1.4,12.6
15789,Mature,Good,No,,18641.76,938,21.1,288.6
18652,Mature,Fair,No,,9250.76,175.5,5.3,11.6
48906,Juvenile,Fair,No,,115.07,0.8,0.3,3.3
55385,Middle aged,Good,No,,552.35,9.2,1.3,13.1
3602,Mature,Fair,No,,29972.46,1106.4,19.1,357.1
59269,Juvenile,Good,No,,613.72,,,
2180,Middle aged,Poor,No,,12082.63,250.3,7.7,275.6
3348,Mature,Fair,No,,26287.26,936.4,17.3,195.6
47000,Juvenile,Fair,No,,345.22,5,0.8,14.6
51664,Juvenile,Good,No,,422.9,1.8,0.4,3.3
59960,,,No,,,,,
37084,Middle aged,Good,No,,1057.23,33.7,3,31.7
40479,Middle aged,Fair,No,,2097.2,,,
16239,Mature,Fair,No,,10338.19,262,7.1,391.8
12401,Mature,Fair,No,,28099.65,834.2,16.1,250.7
1482,Middle aged,Fair,No,,7309.99,223.5,7.4,35.1
31,Mature,Good,No,,8462.87,357.6,11,75.6
16747,Middle aged,Good,No,,16681.57,477.8,13,93.9
60111,,,No,,,,,
44528,Mature,Fair,No,,12995.54,453.8,11.7,195.9
11833,Mature,Good,No,,16321.25,254.8,7.4,220.8
56981,Juvenile,Good,No,,269.7,,,
33112,Middle aged,Fair,No,,3480.95,87.7,4.2,76.4
60044,,,No,,,,,
22073,Mature,Good,No,,42289.18,818.2,18,279
4687,Middle aged,Good,No,,161.82,2.5,0.6,2.6
20259,Mature,Good,No,,71468.72,2024.9,30.7,859.5
16182,Mature,Good,No,,26287.8,680.4,16.1,427.5
15482,Middle aged,Fair,No,,9398.56,231.3,7.3,198.3
13257,Mature,Good,No,,10485.99,187.5,6.2,294.9
59035,Juvenile,Good,No,,43.16,,,
53068,Juvenile,Good,No,,2589.13,79.5,5,57
16130,Middle aged,Good,No,,9942.27,155.1,5.9,186.5
34163,Middle aged,Good,No,,3236.42,48.6,3.6,86.8
13299,Mature,Fair,No,,15292.07,317.4,7.4,244
59432,Middle aged,Good,No,,2769.42,,,
20681,Mature,Fair,No,,8868.26,241.9,7.8,88.5
54370,Juvenile,Good,No,,188.79,1.8,0.4,4.5
12712,Mature,Fair,No,,9692.95,277.5,8.4,60.8
57907,Juvenile,Good,No,,172.61,,,
49709,Middle aged,Good,No,,776.74,10.4,1.3,11.6
57789,Middle aged,Good,No,,1044.28,19.2,2,47
53584,Juvenile,Good,No,,2427.31,6.8,1,10.7
21494,Middle aged,Good,No,,5394.03,105.4,5.3,44.5
58973,Juvenile,Fair,No,,1620.61,,,
57463,Middle aged,Good,No,,15534.8,430.1,13.4,2.8
34106,Middle aged,Good,No,,3916.07,36.6,2.4,86.7
43612,Middle aged,Good,No,,911.59,27.6,2.7,11.8
59671,Not Applicable,Dead,No,,3068.6,,,
51068,Juvenile,Good,No,,269.7,2.6,0.7,8.9
41241,Juvenile,Good,No,,460.29,7.5,1.1,6.7
17106,Mature,Fair,No,,2610.71,195.3,6.8,101.5
58441,Juvenile,Dead,No,,191.79,,,
19572,Mature,Fair,No,,6990.66,337.8,10.4,216.7
55388,Juvenile,Good,No,,115.07,1.3,0.5,3.3
12403,Mature,Fair,No,,15979.27,430.9,10.9,139.2
49455,Middle aged,Good,No,,5592.53,110.5,5.5,221.1
57814,Juvenile,Good,No,,153.43,,,
53892,Middle aged,Fair,No,,979.01,7.9,1,31.8
37312,Middle aged,Good,No,,4660.44,61.9,3.9,127.8
19986,Mature,Fair,No,,27065.08,826.9,14.8,301.2
46472,Middle aged,Good,No,,621.4,1.4,0.5,14.6
59123,Middle aged,Good,No,,4861.82,,,
41470,Middle aged,Fair,No,,524.3,4,0.7,9.2
53779,Juvenile,Good,No,,422.9,5.5,1,3.5
3899,Mature,Fair,No,,37003.04,899.7,13.5,244
54867,Middle aged,Good,No,,1215.46,23.8,2.2,27.3
13473,Mature,Fair,No,,9692.95,336.5,9.5,170.7
52,Middle aged,Good,No,,17260.89,291.2,8,195.1
7140,Middle aged,Fair,No,,2097.2,61.4,3.8,63.4
13758,Mature,Good,No,,7048.92,272.7,10.3,305.2
13185,Mature,Fair,No,,7048.92,233.7,8.3,139.4
2776,Middle aged,Good,No,,9353.25,239.5,8.7,412.9
8432,Middle aged,Fair,No,,18779.86,573.9,12.9,288.8
19829,Mature,Fair,No,,38536.02,1209.8,22.1,446.9
7456,Mature,Fair,No,,27185.9,625.5,11,112.6
13426,Mature,Good,No,,13298.08,364.5,11.1,85.9
11902,Middle aged,Good,No,,6563.46,,,
51512,Juvenile,Good,No,,64.73,0.7,0.3,2.6
59556,,,No,,,,,
10672,Mature,Good,No,,29370.48,810.6,17.9,420.2
19423,Mature,Good,No,,105015.26,3825.8,41.3,1314.1
52528,Juvenile,Fair,No,,776.74,8.4,1.2,3.3
38037,Mature,Fair,No,,4565.5,96,4.5,39.3
17418,Mature,Fair,No,,13962.98,373.7,8.7,226.7
26993,Middle aged,Good,No,,3728.35,125.2,6.4,55
38161,Middle aged,Fair,No,,16781.42,,,
59132,Middle aged,Fair,No,,1215.46,,,
44840,Middle aged,Good,No,,1456.39,33.7,3,31.7
10003,Mature,Good,No,,10904.57,175.5,6,164.9
3007,Mature,Good,No,,76128.62,3211.6,40.3,994.9
21591,Over Mature,Good,No,,13814.47,582.4,13.5,685.3
54188,Middle aged,Good,No,,970.93,8.6,1.2,81.7
41165,Juvenile,Fair,No,,524.3,9.9,1.2,13.7
13252,Mature,Good,No,,7048.19,270.1,9.3,141.6
52886,Juvenile,Good,No,,414.26,2.4,0.6,2.6
59482,Mature,Fair,No,,10367.33,,,
22232,Mature,Good,No,,47260.32,1589.7,24,707.5
10359,Middle aged,Good,No,,10485.99,175.5,6,323.6
16597,Middle aged,Fair,No,,7732.88,210.7,7.2,97.2
20103,Mature,Poor,No,,12686.75,415.5,9.9,294.9
7038,Mature,Good,No,,18879.1,369.6,9.1,215.4
54965,Juvenile,Good,No,,179.8,2.4,0.6,7.4
18844,Mature,Good,No,,73489.32,2195.3,32.1,904.4
15045,Middle aged,Fair,No,,13808.71,390.7,10.4,125.4
10777,Mature,Good,No,,10922.91,579.1,15.8,173.2
3248,Juvenile,Good,No,,4660.44,97.4,4.6,155.2
55361,Juvenile,Fair,No,,172.61,1.3,0.4,2.6
22052,Middle aged,Good,No,,14020.16,356.9,11.9,193.9
53427,Juvenile,Good,No,,239.74,2.4,0.6,3.5
21572,Mature,Good,No,,83975.32,1264,15.6,202.5
54033,Middle aged,Fair,No,,3889.45,152.1,6.4,162
58076,Juvenile,Dead,No,,153.43,,,
33050,Middle aged,Good,No,,1718.42,28.4,2.5,12.6
5514,Middle aged,Fair,No,,6766.27,172.2,6.1,86.7
13283,Mature,Fair,No,,9320.88,243.6,7.8,67.7
186,Middle aged,Fair,No,,776.74,22.7,2.1,85.5
16004,Mature,Fair,No,,38536.02,1111.4,19.1,456
33191,Middle aged,Good,No,,652.67,12.5,1.6,22.3
49612,Juvenile,Good,No,,436.92,1.4,0.5,12.6
10299,Middle aged,Fair,No,,5592.53,58.7,2.8,297.6
1703,Mature,Good,No,,41352.78,961.5,15.8,811.7
5468,Middle aged,Fair,No,,5834.18,133.4,5.2,68.3
58046,Juvenile,Good,No,,115.07,,,
7567,Middle aged,Fair,No,,8861.31,,,
18233,Middle aged,Fair,No,,4699.28,46.9,2.5,164.9
5359,Middle aged,Fair,No,,2942.5,60.1,3.4,44.5
20679,Middle aged,Good,No,,5523.49,97.4,4.6,119.3
51531,Middle aged,Good,No,,1903.01,5.6,0.8,27.3
57895,Juvenile,Good,No,,153.43,,,
371,Mature,Good,No,,27347.72,1192.6,22.4,467.3
16710,Middle aged,Good,No,,1213.66,39.8,3.3,138.3
48794,Middle aged,Good,No,,1078.8,15.7,0.8,135.6
32810,Middle aged,Good,No,,22447.78,685.5,15.9,296.5
735,Middle aged,Fair,No,,10904.57,200.1,5.7,252.3
2044,Middle aged,Good,No,,3115.59,18.2,1.8,41.8
32219,Mature,Fair,No,,1472.93,48.3,3.2,55
59640,Juvenile,Good,No,,388.37,,,
55844,Middle aged,Good,No,,932.09,6.2,1.1,11.6
53455,Middle aged,Fair,No,,9976.79,249.8,7.4,288.8
54507,Middle aged,Fair,No,,3452.18,67.9,3.7,67.7
58069,Juvenile,Good,No,,115.07,,,
1164,Mature,Good,No,,2157.61,79.5,5,135.1
22343,Mature,Good,No,,9346.78,334.5,10.6,47.7
15811,Middle aged,Fair,No,,621.39,19.7,1.8,25.2
22119,Mature,Good,No,,31905.68,1096.4,21.3,248.7
22058,Middle aged,Good,No,,8165.48,166.4,7,67.7
10162,Mature,Good,No,,27273.29,734.9,16.8,365.4
54312,Middle aged,Good,No,,1174.82,16.2,1.8,29.3
349,Mature,Poor,No,,16321.25,254.8,6.6,190.5
53910,Middle aged,Good,No,,1174.82,5.4,1,10.3
277,Mature,Fair,No,,18797.11,336.9,8.2,278.1
60042,Juvenile,Good,No,,528.62,,,
42108,Middle aged,Good,No,,1456.39,39.8,3.3,7.3
27648,Mature,Good,No,,2097.2,63.2,4.3,35.1
41234,Middle aged,Good,No,,2209.39,16.5,1.8,31.7
47055,Juvenile,Fair,No,,690.44,5.4,0.8,3.8
10677,Mature,Fair,No,,47575.33,1531.1,23.1,416.8
59020,Middle aged,Fair,No,,2078.5,,,
6943,Mature,Poor,No,,72525.95,4156.5,33.1,456
49110,Juvenile,Good,No,,233.02,2.7,0.7,11.6
32328,Middle aged,Fair,No,,414.26,8.4,1.2,11.8
3753,Mature,Fair,No,,6041.31,209.5,6.9,146.6
41660,Middle aged,Fair,No,,422.9,,,
651,Mature,Good,No,,26287.26,927.3,19.2,258.9
18767,Mature,Fair,No,,48944.34,930.3,13.8,523.2
58257,Juvenile,Good,No,,,,,
41281,Mature,Fair,No,,3596.02,115.7,5,39.9
21287,Middle aged,Good,No,,1044.28,16.9,1.8,21.9
10433,Mature,Poor,No,,12995.54,447.4,10.3,252.3
59361,Mature,Fair,No,,23973.46,,,
15047,Mature,Good,No,,24535.28,882.8,18.8,289.9
19470,Mature,Good,No,,73489.32,2508.7,34.9,765.5
15289,Mature,Fair,No,,12694.3,254.8,6.6,242.2
6084,Mature,Good,No,,9250.76,122,4.8,177.4
6585,Mature,Fair,No,,41352.78,1058.6,14.9,457.9
17412,Mature,Good,No,,51782.67,1995.1,30.4,982.3
12489,Mature,Good,No,,8293.86,175,6.9,164.9
19039,Middle aged,Good,No,,12306.48,135.7,6.5,157.5
29541,Middle aged,Good,No,,8811.14,202.6,8.5,177.6
14999,Mature,Fair,No,,11185.06,277.5,8.4,60.8
52314,Middle aged,Good,No,,1242.78,7.7,1,12.6
17438,Mature,Good,No,,38377.43,1792,28.4,889
20721,Middle aged,Fair,No,,30106.77,1069.6,21,331.2
19440,Mature,Good,No,,154144.08,5238.2,27.2,1607.8
1987,Middle aged,Good,No,,7767.4,134.5,6.2,232.8
12270,Middle aged,Fair,No,,414.26,8.6,1.2,29.3
32562,Middle aged,Good,No,,2610.71,101.3,5.7,55
16070,Mature,Fair,No,,3403.27,126,5.3,59.4
41995,Middle aged,Good,No,,1409.64,33.1,3,3.3
17331,Middle aged,Fair,No,,17120.65,483.5,11.7,313.8
53575,Juvenile,Good,No,,776.74,3.2,0.7,4
20587,Mature,Good,No,,24194.02,822,18,330.2
21278,Mature,Good,No,,47575.33,899.7,15.2,450.6
53548,Middle aged,Good,No,,1268.68,7.4,1.1,21.9
15177,Mature,Fair,Yes,Split trunk,10209.82,336.4,9.4,60.8
1557,Middle aged,Good,No,,9398.56,264.4,8.8,361
10006,Mature,Fair,No,,13592.95,458.1,11.3,85.9
41301,Juvenile,Good,No,,352.41,8.4,1.3,10.8
47073,Middle aged,Good,No,,414.26,6.1,1.1,10.8
58786,Juvenile,Good,No,,191.79,,,
6634,Mature,Good,No,,13126.91,261.2,9.1,67.7
56847,Juvenile,Dead,No,,153.43,1.4,0.4,5.7
1934,Mature,Poor,No,,5178.27,163.8,6.2,87.5
6160,Mature,Good,No,,103314.53,4542,38.1,1788.6
14846,Mature,Fair,No,,53025.46,2469.7,23.2,479
17394,Mature,Good,No,,13256.36,677.7,17.3,307.2
54243,Mature,Fair,No,,109093.15,3964.2,36.7,890.8
51443,Juvenile,Good,No,,613.72,3.4,0.8,4.5
16335,Middle aged,Good,No,,16384.37,494.6,13.3,434.6
4038,Mature,Good,No,,22007.64,965.6,19.7,240.7
6541,Mature,Fair,No,,3670.1,138,5.6,17.6
10191,Mature,Good,No,,3894.49,51.9,3.3,98.3
13959,Mature,Good,No,,36128.12,894.9,19,794.9
18827,Mature,Good,No,,3068.6,67.9,4.1,97.2
36283,Middle aged,Fair,No,,3806.03,78.4,3.9,39.3
13778,Middle aged,Fair,No,,3171.69,89.7,4.7,104.3
56003,Middle aged,Good,No,,524.3,4.3,0.9,12.6
47174,Middle aged,Fair,No,,345.22,6.2,1,19.4
55932,Middle aged,Good,No,,1903.01,1.4,0.5,9.9
54673,Middle aged,Fair,No,,3866.44,127.9,5.2,309.6
16953,Mature,Good,No,,55851.93,2078.3,31.1,1161.6
20227,Middle aged,Fair,No,,1093.91,36.6,2.2,25.7
14895,Middle aged,Fair,No,,2854.52,89.7,4.7,111.5
11722,Middle aged,Fair,No,,1947.25,70.8,4.1,60.8
53837,Juvenile,Good,No,,179.8,1.4,0.5,2.6
10585,Middle aged,Good,No,,911.59,16.2,1.8,21.5
37218,Mature,Fair,No,,3424.13,90.4,4.7,111.9
4831,Mature,Fair,No,,28360.6,1178.2,18.1,101.2
27145,Middle aged,Good,No,,11815.08,310.4,9.5,332.5
59966,,,No,,,,,
49789,Juvenile,Good,No,,1044.28,7.2,1.2,4
2363,Mature,Fair,No,,14619.98,301,7.2,109
53359,Juvenile,Good,No,,103.57,1.4,0.4,3.5
7776,Middle aged,Fair,No,,2621.5,46,2.6,65.7
14264,Middle aged,Fair,No,,3424.13,84.5,4.2,72.1
18225,Over Mature,Fair,No,,7384.42,294.3,8.7,62.3
31689,Middle aged,Fair,No,,6068.29,62.5,2.2,124.8
60328,,,No,,,,,
51396,Middle aged,Good,No,,317.17,3.8,0.8,13.7
1569,Mature,Fair,No,,6766.27,155,5.9,60.8
19247,Middle aged,Fair,No,,1213.66,39.8,2.9,47.5
12328,Mature,Fair,No,,14619.98,301,7.2,190.5
11809,Mature,Poor,No,,2589.13,66.5,3.6,59.4
14473,Middle aged,Good,No,,1093.91,30.3,2.7,71.7
56328,Not Applicable,Good,No,,0,,,
10557,Mature,Fair,No,,2336.69,59.5,3.4,69
16474,Mature,Good,No,,18262.02,417.1,12,358.8
59005,Middle aged,Good,No,,1879.52,,,
59339,Juvenile,Good,No,,0,,,
21286,Mature,Good,No,,8837.58,232.7,8.3,216.4
47569,Middle aged,Good,No,,1618.21,28.1,2.7,37.1
4420,Middle aged,Good,No,,9786.92,187.5,6.2,182.3
21474,Middle aged,Good,No,,8738.33,109.8,3.5,339.7
4874,Mature,Fair,No,,62535.13,2558.7,35.1,578.8
19667,Middle aged,Good,No,,1268.68,33.7,3,33.3
15396,Middle aged,Good,No,,7612.06,103.7,4.4,244
58135,Juvenile,Good,No,,115.07,,,
49506,Juvenile,Good,No,,647.28,3.8,0.8,2.6
1765,Middle aged,Fair,No,,7732.88,131.8,4.5,76.2
21003,Mature,Good,No,,24273.14,275.1,6.1,229.9
54858,Juvenile,Good,No,,1078.8,8,0.8,15.9
52651,Juvenile,Good,No,,179.8,1.8,0.4,3.3
42294,Middle aged,Good,No,,1268.68,28.4,2.5,3
34272,Mature,Good,No,,11185.06,147.5,4.5,20
7941,Mature,Good,No,,29489.27,1102.7,21.5,341.1
10921,Mature,Fair,No,,47873.09,2364.7,29.9,420.2
56901,Juvenile,Good,No,,115.07,1.4,0.4,3.2
17085,Mature,Good,No,,26287.26,931.9,19.3,453.2
11256,Middle aged,Good,No,,8293.86,200.3,7.4,149.5
59331,Middle aged,Fair,No,,0,,,
59577,Not Applicable,Not applicable,No,,1980.69,,,
48800,Juvenile,Good,No,,64.73,0.7,0.3,0.3
2361,Middle aged,Fair,No,,10338.19,226.5,6.1,219.6
56694,Middle aged,Fair,No,,2796.26,41.2,2.7,103.8
32467,Middle aged,Good,No,,6041.31,117.9,5,60.8
37054,Middle aged,Fair,No,,3248.89,84,4.2,9.2
3253,Middle aged,Good,No,,9911.53,216.8,8.2,41.2
45995,Middle aged,Good,No,,7759.73,199.6,7.8,138.2
1050,Mature,Fair,No,,52023.25,2195.3,28.6,517.2
13769,Mature,Good,No,,12686.75,494,14.6,363.3
14603,Mature,Good,No,,27185.9,625.5,12.3,644.4
45255,Middle aged,Good,No,,1618.21,33.2,2.7,61.7
608,Mature,Good,No,,62139.2,1562.3,26.3,794.9
38405,Middle aged,Good,No,,2184.58,34.7,2.7,41.8
55750,Juvenile,Good,No,,191.79,,,
31284,Mature,Good,No,,24535.28,874.5,18.6,428
15768,Mature,Fair,No,,2494.19,78.6,3.9,178.3
6495,Mature,Good,No,,14020.16,207.8,6.9,233.5
28084,Middle aged,Good,No,,6742.54,99.7,4.6,73.4
11030,Mature,Fair,No,,7732.88,142.1,4.7,135.6
8745,Middle aged,Fair,No,,9397.59,243.6,7.8,97.2
18800,Mature,Fair,No,,5592.53,142.6,5.7,58.5
