Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
54168,Middle aged,Good,No,,2771.33,66.4,4.2,259
45430,Juvenile,Fair,No,,582.56,7.7,1,31.8
26416,Mature,,No,,13962.98,,,
10510,Mature,Good,No,,16946.36,610,12.3,275.3
539,Mature,Good,No,,6235.5,272.7,10.3,254.3
59496,Juvenile,Fair,No,,179.8,,,
1736,Mature,Good,No,,16708.54,264.4,8.8,276.7
14802,Middle aged,Good,No,,5443.66,150.6,5.9,55.8
4873,Mature,Fair,No,,42477.98,1576.2,23.5,466.2
56032,Not Applicable,Not applicable,No,,0,,,
3030,Mature,Fair,No,,83975.32,2960.6,34.3,1112.9
32835,Middle aged,Fair,No,,870.23,18.3,1.9,29.6
27579,Middle aged,Good,No,,2097.2,33.4,2.7,1
1100198,Juvenile,Good,No,,172.61,,,
60230,,,No,,,,,
59803,Middle aged,Good,No,,8457.84,,,
17796,Mature,Fair,No,,25253.76,664.9,14.2,929
51838,Middle aged,Good,No,,1941.85,19.2,2,47
3153,Middle aged,Fair,No,,6766.27,166.3,5.9,199.7
51860,Juvenile,Good,No,,233.02,3.7,0.8,11.8
10122,Mature,Good,No,,63702.41,1855,29.2,1172.1
13159,Mature,Good,No,,3728.35,105,5.3,89.8
59049,Juvenile,Good,No,,269.7,,,
59780,Middle aged,Good,No,,4854.63,,,
56273,Not Applicable,Not applicable,No,,1618.21,32.6,2.4,20.9
49652,Middle aged,Good,No,,460.29,4.3,0.9,3.5
38324,Mature,Good,No,,12462.37,308.3,10.1,210.2
6994,Mature,Fair,No,,8811.14,216.5,6.4,252.1
13516,Mature,Poor,No,,11893.83,145.4,5.1,140.5
12730,Mature,Good,No,,28545.2,1045,20.6,387.4
54547,,,No,,,,,
9575,Mature,Good,No,,16681.57,392.9,9,293
54180,Mature,Fair,No,,9942.27,245.6,8.5,28.1
57388,Juvenile,Good,No,,242.73,5.3,0.9,9.9
520,Mature,Fair,No,,3946.99,128.2,5.3,173.2
2142,Mature,Fair,No,,30931.52,1135.9,19.4,372.8
22084,Mature,Fair,No,,15465.76,536.7,12.4,242.2
49659,Juvenile,Good,No,,1093.91,8.6,1.4,11.6
13897,Middle aged,Fair,No,,18797.11,372.6,8.6,333
9997,Middle aged,Good,No,,11683.47,263,9.2,135.6
17111,Mature,Fair,No,,8222.9,291.7,8.2,336.9
3778,Mature,Fair,No,,39147.71,1069.6,18.7,428
6074,Mature,Good,No,,48330.5,1949.2,29.9,471.5
60318,,,No,,,,,
7245,Over Mature,Fair,No,,6220.4,198.5,7.5,55
1733,Mature,Good,No,,15218.35,455.2,11.8,395
45649,Juvenile,Good,No,,179.8,2.7,0.7,3.5
32452,Mature,Good,No,,3932.25,96.6,4.5,50.8
2567,Mature,Good,No,,29028.5,1074.4,21.1,225.5
14515,Mature,Good,No,,20544.78,407.4,11.9,594.5
31803,Middle aged,Fair,No,,407.79,9.8,1.2,13.2
34226,Middle aged,Good,No,,1941.85,34.3,2.8,14.5
53954,Juvenile,Good,No,,239.74,2.4,0.6,9.9
32300,Middle aged,Fair,No,,2494.19,51.3,3,99.5
57778,Juvenile,Good,No,,179.8,,,
10020,Mature,Fair,No,,11283.82,389.1,10.3,133.2
58549,Juvenile,Good,No,,115.07,,,
42021,Middle aged,Good,No,,2078.5,19.7,2,25.2
18466,Over Mature,Fair,No,,42477.98,1058.6,14.9,366.7
20875,Middle aged,Fair,No,,6235.5,336.2,10.2,242.2
13046,Mature,Good,No,,19641.82,653.1,15.6,111.9
58575,Juvenile,Good,No,,132.16,,,
12386,Mature,Fair,No,,22020.58,680.6,14.3,139.2
11421,Middle aged,Fair,No,,6911.55,166.4,6.2,97.2
12821,Middle aged,Good,No,,1035.66,25.3,2.1,91.6
21569,Mature,Good,No,,27065.08,717.3,15.2,371.2
10893,Mature,Fair,No,,14203.79,558.7,11.9,321.9
42191,Middle aged,Fair,No,,1174.82,11.5,1.1,31.7
55444,Juvenile,Fair,No,,699.07,12,1.4,27.5
50012,Juvenile,Good,No,,352.41,6.1,1.1,10.8
49851,Mature,Poor,No,,2330.22,62.1,3.8,39.3
21273,Mature,Fair,No,,29930.38,1275.8,21.6,518.3
55695,Juvenile,Good,No,,388.37,1.4,0.4,3.2
15260,Middle aged,Fair,No,,113248.71,3637.9,38.8,1035.6
13057,Mature,Good,No,,28099.65,817.8,17.9,111.9
51002,Juvenile,Good,No,,115.07,1.4,0.5,2.6
16476,Mature,Poor,No,,10572.3,266.2,7.7,234.2
37283,Juvenile,Fair,No,,786.46,7.9,1,13.7
12981,Mature,Good,No,,4530.98,215.6,8.8,119.3
2582,Mature,Good,No,,42477.98,1159.3,22,1125.1
16340,Middle aged,Fair,No,,12583.19,239.4,6.7,295.3
45361,Middle aged,Good,No,,1213.66,33.4,2.7,21.4
52122,Juvenile,Good,No,,475.76,5.4,0.9,23.7
46141,Middle aged,Good,No,,1380.87,46.6,3.6,31.7
55186,Juvenile,Good,No,,699.07,2,0.6,4
52387,Juvenile,Good,No,,970.93,8.6,1.2,22.5
49745,Middle aged,Dead,Yes,"Dead, dying",375.9,5.4,0.8,3.5
45048,Mature,Good,No,,1631.15,52.3,3.6,65.7
2430,Mature,Fair,No,,5443.66,208.1,8.3,156.9
6745,Mature,Fair,No,,48330.5,1980,26.9,490.8
18525,Mature,Good,No,,5243,149.1,6.4,144.4
57958,Juvenile,Good,No,,269.7,,,
10085,Middle aged,Fair,No,,9330.6,146.6,5.1,275.6
59205,Juvenile,Good,No,,115.07,,,
9048,Mature,Good,No,,73489.32,2622,35.8,636.5
27971,Middle aged,Fair,No,,724.96,23.1,2.1,64.1
19238,Middle aged,Fair,No,,8837.58,127.7,4.7,207.1
11069,Middle aged,Good,No,,11815.08,294.3,9.8,125.4
1713,Mature,Fair,No,,24273.14,406.9,8.6,341.4
20547,Mature,Good,No,,14507.78,302.1,8.7,240.3
10700,Over Mature,Fair,No,,18182.19,862.9,17.7,132.7
9051,Middle aged,Good,No,,4142.62,104.2,5.1,56
41302,Middle aged,Good,No,,783.21,13,1.6,33.4
11728,Mature,Good,No,,4375.64,151.6,7.3,234.5
45054,Mature,Good,No,,3020.65,65.2,4,2.2
52418,Juvenile,Good,No,,469.88,1.4,0.3,3.3
60373,,,No,,,,,
58805,Juvenile,Good,No,,431.52,,,
4756,Middle aged,Fair,No,,4537.7,90,3.3,66.6
35056,Middle aged,Good,No,,1618.21,39.2,3.3,29.6
604,Mature,Good,No,,69595.91,3211.6,40.3,1302.3
5432,Middle aged,Fair,No,,1747.67,,,
4379,Mature,Fair,No,,23681.94,681.6,12.2,561.7
1119,Middle aged,Fair,No,,2853.44,112.8,5.4,88.5
50461,Juvenile,Fair,No,,115.07,1.6,0.5,6.7
54590,Juvenile,Good,No,,422.9,7.2,1.2,14.2
59647,Juvenile,Fair,No,,958.94,,,
21196,Mature,Good,No,,9398.56,241.2,8.6,149.5
21198,Middle aged,Good,No,,1458.54,25.7,2.3,29.3
42252,Middle aged,Good,No,,1820.48,23.8,1.9,60
7029,Mature,Good,No,,3106.96,102.3,6.1,91
28082,Juvenile,Fair,No,,414.26,8.6,1.2,9.9
01100482_1,Juvenile,Good,No,,115.07,,,
3853,Mature,Good,No,,9398.56,212.6,7.8,162.2
14072,Middle aged,Fair,No,,10385.3,283.3,8,209.5
41899,Middle aged,Poor,No,,1657.04,33.7,3,21.9
50763,Juvenile,Good,No,,103.57,1.3,0.5,3
53236,Middle aged,Good,No,,1456.39,39.8,3.3,31.7
50267,Middle aged,Fair,No,,317.17,3.8,0.7,3.5
36398,Middle aged,Fair,No,,2097.2,20.2,1.5,25.7
7231,Mature,Fair,No,,2899.83,125.2,5.7,60.8
52932,Juvenile,Poor,No,,179.8,2.7,0.6,9.9
9629,Mature,Good,No,,99044.07,3571.9,42.9,1314.1
37356,Middle aged,Good,No,,2338.31,46.8,3.3,39.3
56953,Not Applicable,Not applicable,No,,0,,,
56774,Juvenile,Good,No,,239.74,1.4,0.5,9.9
3467,Middle aged,Fair,No,,6904.36,186.4,6.3,109.5
17038,Mature,Fair,No,,9398.56,228.5,8.4,107.4
59903,Juvenile,Good,No,,352.41,,,
57861,Juvenile,Good,No,,115.07,,,
52733,Juvenile,Good,No,,269.7,2.4,0.6,8.9
38067,Mature,Fair,No,,2784.76,85.3,4.2,69
19047,Middle aged,Good,No,,3495.33,35.2,1.8,108.1
52919,Juvenile,Good,No,,161.82,2.3,0.6,3.8
4123,Mature,Fair,No,,16708.54,458.1,11.3,119.3
58962,Middle aged,Fair,No,,0,,,
201,Middle aged,Fair,No,,4142.62,86.1,4.2,44.5
5192,Mature,Fair,No,,9692.95,350.8,9.2,259
47587,Middle aged,Fair,No,,460.29,7.5,1,64.1
19657,Mature,Good,No,,55739.2,2187.4,32.1,1476.5
20749,Mature,Good,No,,34918.79,1317.5,23.7,302.7
58276,Middle aged,Good,No,,1215.46,,,
48695,Middle aged,Good,No,,652.67,15.5,1.7,35.9
2674,Middle aged,Fair,No,,191887.17,5439.7,11.9,337.6
17428,Mature,Fair,No,,13291.97,254.3,6.9,254.1
7654,Middle aged,Fair,No,,3480.95,75.6,3.9,35.1
19130,Mature,Good,No,,54560.59,2315.9,33.2,517.2
27507,Mature,Good,No,,13321.09,240.4,7.1,142.9
6978,Mature,Fair,No,,16681.57,351.7,7.9,74.4
49371,Middle aged,Good,No,,699.07,3.7,0.8,14.2
54874,Juvenile,Fair,No,,345.22,3.7,0.7,3.5
40988,Middle aged,Good,No,,3883.7,43.3,2.8,47.9
40748,Middle aged,Good,No,,958.94,13,1.6,12.6
20352,Mature,Good,No,,2078.5,51.7,3.4,85.9
38875,Middle aged,Good,No,,2338.31,23.8,1.9,80.2
15081,Mature,Good,No,,5834.18,132.4,6.2,149.5
34980,Middle aged,Fair,No,,647.28,12.5,1.4,2.6
13202,Mature,Good,No,,33899.31,1282.6,23.3,456.1
12927,Middle aged,Good,No,,14020.16,287,9.7,99.1
17314,Mature,Fair,No,,22020.58,749.3,15.1,111.9
14618,Mature,Fair,No,,17398.98,369.6,8.1,454.5
32788,Middle aged,Good,No,,719.2,12.5,1.6,21.9
15675,Mature,Good,No,,55739.2,1979.2,30.3,1172.1
45472,Middle aged,Good,No,,870.23,11.2,1.6,6.8
21448,Middle aged,Good,No,,932.09,12.8,1.6,14.4
19819,Mature,Good,No,,61168.28,2440.1,34.2,427.5
32797,Middle aged,Fair,No,,582.56,9.9,1.2,14.4
5010,Mature,Good,No,,14020.16,200.1,6.4,323.6
20672,Mature,Good,No,,611.69,,,
6506,Middle aged,Fair,No,,11486.04,186,6.7,294.9
3532,Mature,Fair,No,,10573.38,201,7,190.4
8136,Middle aged,Fair,No,,1213.66,39.8,2.9,41.8
37191,Middle aged,Fair,No,,3115.59,63.4,3.5,50.8
19422,Mature,Good,No,,62139.2,2046.8,30.9,747
27628,Mature,Good,No,,2436.67,103.1,5.7,60.8
50649,Middle aged,Good,No,,3806.03,58.1,3.7,68.3
33328,Middle aged,Good,No,,9330.6,124.5,6,169.6
10966,Middle aged,Fair,No,,11486.04,298.4,8.8,125.5
55483,Juvenile,Good,No,,345.22,1.4,0.5,3.5
1100337,Juvenile,Good,No,,172.61,,,
13868,Mature,Fair,No,,22843.71,509.5,9.8,395.9
49573,Juvenile,Good,No,,647.28,2.5,0.6,9.2
16515,Mature,Fair,No,,62139.2,1987.6,27,740.3
54346,Not Applicable,Good,No,,172.61,1.3,0.4,2.8
21441,Middle aged,Fair,No,,1268.68,33.7,2.7,37.1
9096,Mature,Good,No,,13808.71,319.7,9.7,319.9
5577,Middle aged,Good,No,,14020.16,187.5,5.5,268.1
42380,Middle aged,Fair,No,,5592.53,138.9,5.4,96.1
1100556,Middle aged,Good,No,,3916.07,36.6,2.4,74.4
15978,Mature,Good,No,,16321.25,254.8,7.4,331.2
17700,Middle aged,Good,No,,15534.8,,,
59759,Juvenile,Good,No,,28.77,,,
59204,Juvenile,Good,No,,269.7,,,
470,Mature,Fair,No,,25403.72,577.4,10.5,244
54873,Juvenile,Good,No,,86.3,1.1,0.4,4
17357,Mature,Fair,No,,48330.5,1964.7,26.7,357.1
212,Mature,Fair,No,,22827.53,419.5,10.8,352.2
21041,Mature,Good,No,,121792.85,4334.4,37.6,1302.3
50381,Middle aged,Fair,No,,475.76,5.5,0.9,16.3
50670,Juvenile,Fair,No,,153.43,3.2,0.7,4
31475,Mature,Fair,No,,19661.24,423,9.4,415.4
57244,Juvenile,Good,No,,191.79,,,
54057,Not Applicable,Good,No,,115.07,1.5,0.5,3.3
17390,Mature,Good,No,,30106.77,1024,20.4,463
55706,Juvenile,Good,No,,153.43,1.4,0.5,3.5
20858,Mature,Fair,No,,24535.28,685.6,12.2,379.1
3551,Middle aged,Good,No,,2077.06,60.1,3.9,68.7
15980,Mature,Good,No,,29370.48,802.9,17.7,470.7
58695,Juvenile,Good,No,,153.43,,,
58763,Juvenile,Good,No,,153.43,,,
42157,Middle aged,Good,No,,1585.85,29.1,2.5,70.9
13456,Middle aged,Fair,No,,8165.48,153.9,6.4,167.4
11425,Mature,Good,No,,22843.71,723.8,16.6,353.8
6504,Mature,Good,No,,18131.49,388,9.4,350.2
49623,Middle aged,Good,No,,233.02,4.3,0.9,41.8
10384,Mature,Fair,No,,8293.86,224.9,7.2,162.2
12959,Mature,Fair,No,,932.09,21.6,1.8,64.1
60375,,,No,,,,,
15611,Mature,Fair,No,,15151.82,466.9,9.3,56
31742,Mature,Fair,No,,10356.53,434.6,11.9,242.2
51014,Middle aged,Good,No,,6068.29,,,
54463,Juvenile,Good,No,,269.7,2.3,0.6,10.8
56416,Juvenile,Good,No,,239.74,3.1,0.7,10.4
5691,Mature,Good,No,,27185.9,997.8,20.2,584
1391,Mature,Fair,No,,26253.82,489.1,11.8,388
29522,Mature,Good,No,,8204.32,357.9,11.1,125.4
3088,Mature,Good,No,,21212.55,466.9,10.4,479.1
1213,Mature,Good,No,,18855.6,552.8,10.5,301.6
48643,Juvenile,Good,No,,699.07,1.4,0.5,11.6
57346,Juvenile,Good,No,,172.61,1.1,0.3,7.1
31244,Mature,Good,No,,82179.1,2474.7,34.5,1038.3
40260,Middle aged,Fair,No,,524.3,11.5,1.4,21.9
11653,Mature,Fair,No,,15465.76,443.4,10.3,238.6
59796,Middle aged,Fair,No,,8738.33,,,
1100520,Juvenile,Good,No,,172.61,,,
36350,Middle aged,Fair,No,,783.21,11.5,1.1,25.7
9092,Mature,Fair,No,,14619.98,452.6,11.2,39.7
49968,Middle aged,Fair,No,,3248.89,98.6,4.4,178.3
3870,Mature,Good,No,,18706.49,835.8,14.9,406.8
38292,Middle aged,Good,No,,1657.04,40.4,3.1,10.7
47566,Juvenile,Good,No,,690.44,7.4,1.2,57.3
37137,Middle aged,Good,No,,4641.26,87.4,4.2,55
11347,Middle aged,Fair,No,,2485.57,46.1,2.9,44.5
18352,Mature,Fair,No,,15787.96,986.7,19.2,288.8
19588,Mature,Good,No,,52023.25,2148,31.8,534.9
27192,Mature,Good,No,,18262.02,526.9,12.8,371.2
48237,Middle aged,Fair,No,,2078.5,24.8,2.1,91.3
3032,Mature,Fair,No,,2485.57,27.7,1.9,72.1
40767,Mature,Good,No,,932.09,19.9,2,54.1
10441,Over Mature,Poor,No,,5834.18,104,4.7,55
28111,Mature,Good,No,,9398.56,245.6,8.9,125.4
1785,Mature,Good,No,,9845.9,,,
12811,Middle aged,Fair,No,,11815.08,240.3,6,267
47946,Middle aged,Good,No,,1174.82,5.5,1,2.8
36376,Middle aged,Fair,No,,1093.91,20.2,1.5,25.7
10690,Mature,Fair,No,,15292.07,317.4,7.4,164.9
19372,Mature,Good,No,,31069.61,1009.9,18.7,707.5
8073,Middle aged,Good,No,,14960.34,458.5,12.8,517.2
55765,Juvenile,Fair,No,,269.7,2.4,0.6,12.8
47654,Juvenile,Fair,No,,786.46,9.6,1.2,9.9
50992,Juvenile,Good,No,,161.82,2.4,0.6,12.6
5871,Middle aged,Fair,No,,9330.6,95.2,3.7,169.3
47254,Middle aged,Good,No,,1035.66,19.9,2,12.6
20712,Middle aged,Fair,No,,7257.13,131.8,4.5,40.2
2102,Mature,Good,No,,15292.07,446.2,12.6,113.9
50653,Middle aged,Fair,No,,317.17,1.4,0.5,2.6
48026,Juvenile,Good,No,,1558.87,18.3,2.1,29.6
54087,Juvenile,Good,No,,258.91,4.3,0.9,3.5
13941,Middle aged,Fair,No,,8699.49,236.4,8.6,307.2
54334,Middle aged,Fair,No,,783.21,16,1.6,64.1
3755,Middle aged,Fair,No,,9786.92,283.3,8.5,155.2
45491,Middle aged,Fair,No,,460.29,7.5,1,25.6
58831,Juvenile,Good,No,,0,,,
22457,Mature,Good,No,,38536.02,1346.2,26.6,255.5
20456,Mature,Good,No,,18150.78,517.9,10.2,186.9
32233,Middle aged,Fair,No,,1657.04,46.6,3.2,33.3
19672,Mature,Fair,No,,18182.19,862.9,17.7,149.4
21288,Middle aged,Good,No,,2209.39,42,3,87.1
21331,Mature,Good,No,,29032.82,920.5,17.7,445.6
33245,Juvenile,Good,No,,233.02,3.7,0.8,13.2
7209,Mature,Good,No,,34918.79,1096.4,21.3,195.6
51577,Middle aged,Fair,No,,414.26,7.2,1,20.9
52172,Middle aged,Good,No,,18797.11,301,8.1,319.9
15621,Mature,Fair,No,,13321.09,254.8,6.6,96.1
5060,Mature,Fair,No,,31905.68,,,
3201,Middle aged,Fair,No,,5592.53,111.3,5,357.1
13096,Mature,Good,No,,29028.5,1069.6,21,169.4
43660,Mature,Fair,No,,3646.36,124.9,5.3,20.6
16937,Mature,Fair,No,,10442.84,548.3,13.6,261.8
2058,Mature,Fair,No,,29972.46,1051.8,18.6,605
47417,Juvenile,Good,No,,179.8,2.4,0.6,2.6
12749,Middle aged,Good,No,,783.21,17,1.9,92.7
48152,Juvenile,Good,No,,575.36,6.5,1,4.1
2621,Mature,Fair,No,,57158.36,2491.8,30.9,556.9
1061,Middle aged,Fair,No,,23366.46,876.5,15.1,215.8
18190,Middle aged,Fair,No,,3568.15,76.3,3.9,49.3
46025,Middle aged,Fair,No,,776.74,11.5,1.4,64.1
14609,Juvenile,Fair,No,,469.88,5.3,0.8,9.9
34101,Middle aged,Good,No,,1456.39,29.1,2.5,55.3
41912,Middle aged,Good,No,,2805.97,32,2.3,56
13288,Middle aged,Fair,No,,6041.31,109.6,4.9,111.9
53269,Middle aged,Fair,No,,7759.73,247.1,7.9,199.5
1100517,Middle aged,Fair,No,,1380.87,39.5,2.7,23.5
44741,Middle aged,Good,No,,2899.83,70.1,4.6,63.4
37056,Middle aged,Poor,No,,4195.36,116.6,5,23.5
19736,Middle aged,Fair,No,,1380.87,46.6,3.2,23.5
5589,Mature,Good,No,,18879.1,639.4,15.5,190.9
5984,Mature,Good,No,,39147.71,1518.4,25.8,415.8
1100528,Middle aged,Fair,No,,719.2,15,1.4,41.8
21977,Mature,Good,No,,33899.31,811.4,14.3,406.8
37980,Middle aged,Good,No,,776.74,20.2,2.1,62.3
38920,Middle aged,Good,No,,2920.87,47.6,3.4,31.7
1041,Over Mature,Good,No,,113248.71,3679.7,43.7,978.2
4650,Middle aged,Fair,No,,1268.68,28.7,2.2,48.2
8488,Mature,Fair,No,,3932.25,106.8,4.8,43.1
54516,Juvenile,Good,No,,690.44,6.5,1,28.7
12874,Mature,Good,No,,174339.32,5604.1,22.2,2791
14407,Middle aged,Fair,No,,2854.52,70.6,3.8,57.3
1855,Mature,Good,No,,19641.82,660,15.8,302.7
22699,Middle aged,Fair,No,,3946.99,182.2,7.1,39.3
33420,Middle aged,Good,No,,3171.69,76.3,4.4,39.3
50601,Juvenile,Good,No,,317.17,2.7,0.7,3.3
9663,Mature,Fair,No,,9976.79,221.2,7.4,258.6
8735,Middle aged,Fair,No,,1044.28,13,1.4,12.6
55614,Juvenile,Fair,No,,524.3,3.7,0.7,21.9
57674,Middle aged,Fair,No,,1941.85,40.1,2.7,61.6
34465,Middle aged,Good,No,,2920.87,27.7,2.1,74.4
6669,Mature,Good,No,,48546.26,1751.2,27.8,761.7
21034,Mature,Fair,No,,26253.82,704.2,17.7,286.1
49124,Juvenile,Good,No,,258.91,4.3,0.9,9.9
12202,Middle aged,Fair,No,,1870.64,53.4,3.5,63.4
21071,Over Mature,Fair,No,,59071.09,1355.8,18.2,520.6
36335,Middle aged,Fair,No,,1093.91,20.2,1.5,25.7
44774,Middle aged,Good,No,,4971.14,50.2,2.8,74.7
50196,Juvenile,Dead,No,,233.02,4.2,0.9,11.8
1100095,Juvenile,Good,No,,299.67,,,
14260,Mature,Fair,No,,39147.71,1512,22.9,302.7
8476,Mature,Fair,No,,2854.52,74.8,3.9,47.9
53545,Juvenile,Fair,No,,613.72,20.7,1.8,3.7
43647,Middle aged,Good,No,,911.59,28.1,2.7,29.3
7685,Mature,Good,No,,17398.98,334.3,8.6,220.8
16662,Mature,Fair,No,,31545.36,866.2,16.5,319.9
47911,Middle aged,Fair,No,,613.72,1.4,0.4,3.5
4074,Middle aged,Fair,No,,6343.38,107.8,4.8,74.4
5599,Middle aged,Fair,No,,5074.7,182.2,7.1,232.1
26945,Mature,Good,No,,16915.67,424.3,12.2,87.1
19462,Mature,Fair,No,,21447.74,351.7,7.9,450.6
4782,Middle aged,Good,No,,7258.21,163.8,6.9,35.1
9545,Mature,Fair,No,,25403.72,885.5,16.7,234.2
48177,Middle aged,Fair,No,,8837.58,218.9,7.1,191.3
54513,Middle aged,Good,No,,863.04,12.8,1.6,92.7
1377,Mature,Good,No,,18150.78,596.5,14.8,214.9
5371,Middle aged,Fair,No,,9189.5,206.9,5.1,31.1
1100331,Juvenile,Good,No,,191.79,,,
41708,Juvenile,Fair,No,,414.26,8.6,1.2,11.6
20037,Mature,Good,No,,20544.78,334.3,8.6,416.8
2950,Middle aged,Fair,No,,776.74,23.1,2.1,64.1
10252,Mature,Good,No,,32894.95,1269.1,23.3,605
3381,Over Mature,Fair,No,,76852.2,3403,35.2,243
13504,Mature,Fair,No,,17127.12,222.5,6.6,138
19555,Mature,Fair,No,,16384.37,407.5,9.1,379.1
58044,Juvenile,Good,No,,115.07,,,
41024,Middle aged,Good,No,,5898.38,141.9,6.8,53.8
12627,Juvenile,Fair,No,,783.21,16.4,1.6,12.6
54205,Mature,Good,No,,47575.33,899.7,15.2,288.4
41924,Middle aged,Fair,No,,1620.61,16.5,1.6,31.7
55463,Veteran,Good,No,,73489.32,1627.2,21.3,523.2
21140,Mature,Poor,No,,10572.3,271.8,9.3,31.7
21738,Middle aged,Good,No,,8223.74,152.7,5.5,294.9
48378,Middle aged,Fair,No,,1044.28,3.9,0.7,12.6
48651,Middle aged,Good,No,,3145.8,36.6,2.4,124.4
60361,,,No,,,,,
1323,Mature,Fair,No,,37412.98,1242.6,20.4,456
42197,Middle aged,Fair,No,,719.2,8.6,1.2,3.5
1082,Mature,Fair,No,,5394.03,67.9,3.7,44.5
8666,Mature,Good,No,,12945.67,315.9,10.3,499.6
52709,Middle aged,Good,No,,6628.18,125.2,6.4,307.2
11689,Mature,Fair,No,,20305.52,799.5,14.5,368.2
11964,Not Applicable,Fair,No,,1380.87,19.9,1.8,47.5
22065,Mature,Good,No,,45512.12,1722.4,27.9,605
58159,Juvenile,Good,No,,115.07,,,
52486,Middle aged,Fair,No,,3713.01,61.1,3.4,85.9
6215,Middle aged,Good,No,,6213.92,82,4.2,89.1
18756,Mature,Fair,No,,23496.39,728.3,12,356.1
1100541,Middle aged,Good,No,,1640.86,7.5,1.1,13.7
2467,Mature,Fair,No,,16681.57,466.9,9.3,442.7
16538,Middle aged,Fair,No,,6291.6,140.3,5.6,67.7
59074,Juvenile,Fair,No,,352.41,,,
54584,Juvenile,Good,No,,115.07,1.6,0.5,9.9
59981,,,No,,,,,
4241,Mature,Fair,No,,2854.52,89.7,4.7,63.4
36140,Middle aged,Good,No,,17952.4,351.6,10.9,466.2
3218,Mature,Fair,No,,4195.36,130,5.2,35.8
27209,Mature,Good,No,,15887.22,524.5,12.7,368.6
48910,Not Applicable,Not applicable,No,,11748.2,177.5,5.6,59.4
1704,Mature,Good,No,,39769.1,961.5,15.8,699.9
19304,Middle aged,Fair,No,,2589.13,80.3,4.4,81
2227,Middle aged,Good,No,,3171.69,71.9,4.2,110.9
7464,Mature,Fair,No,,144512.5,4816.3,30.5,1314.1
13205,Mature,Good,No,,4854.63,180.5,7.3,175.8
415,Middle aged,Fair,No,,2726.15,61.9,3.5,173.8
58442,Juvenile,Good,No,,269.7,,,
19219,Over Mature,Fair,No,,200639.52,5875.9,11.6,1112.9
53461,Middle aged,Good,No,,2097.2,52.3,3.6,10.7
15089,Mature,Fair,No,,26107.1,829.5,16.2,170.7
12326,Mature,Fair,No,,15979.27,285.1,7,215.2
59832,Not Applicable,Not applicable,No,,0,,,
39205,Middle aged,Good,No,,2184.58,24.4,2.3,104.9
5696,Mature,Fair,No,,19641.82,551.6,12.6,103.7
19044,Mature,Fair,No,,43756.36,1427.4,22.6,445.6
17780,Middle aged,Fair,No,,5834.18,136.2,5.3,85.3
20336,Mature,Good,No,,34953.31,509.5,11,432.4
53553,,,No,,,,,
41942,Juvenile,Good,No,,460.29,1.4,0.4,11.6
49818,Juvenile,Good,No,,317.17,4.3,0.9,3.5
22262,Middle aged,Fair,No,,4530.98,215.6,8,54.7
14576,Mature,Good,No,,10904.57,187.5,6.2,162.2
58892,Juvenile,Good,No,,0,,,
22190,Mature,Good,No,,27218.27,729,16.8,427.5
20945,Mature,Good,No,,52507.63,1608.4,24.1,603.9
31277,Mature,Good,No,,42293.5,1093.3,21.3,794.9
12204,Middle aged,Fair,No,,1870.64,53.4,3.5,234.5
5506,Mature,Good,No,,17127.12,269.7,7.6,483.5
52423,Juvenile,Fair,No,,911.59,27.6,2.4,29.6
51162,Juvenile,Good,No,,215.76,1.4,0.5,11.6
53322,Mature,Good,No,,6990.66,159.2,6.6,77.2
56523,Juvenile,Fair,No,,1823.18,,,
52416,Middle aged,Good,No,,1747.67,52.9,3.6,68.7
17967,Mature,Good,No,,96971.69,3732,42.3,1057
13750,Mature,Good,No,,22370.12,577,14.6,352.2
8099,Middle aged,Good,No,,11815.08,315.1,9.6,263
14889,Middle aged,Fair,No,,10209.82,368.4,9.4,246.5
35107,Middle aged,Good,No,,4375.64,112.8,6.1,97.2
60403,,,No,,,,,
18142,Middle aged,Fair,No,,3068.6,68.6,3.7,50.8
36401,Mature,Fair,No,,1456.39,36.6,2.2,39.3
59086,Juvenile,Good,No,,6213.92,,,
17865,Mature,Good,No,,54614.54,1920,29.8,1314.1
56471,Mature,Good,No,,6482.42,127.9,5.9,35.1
19932,Mature,Fair,No,,12686.75,276.1,8.8,199.7
1658,Mature,Good,No,,9398.56,215.3,8.2,214.9
1667,Mature,Good,No,,6048.5,143.7,6.4,173
58003,Juvenile,Good,No,,269.7,,,
28163,Mature,Good,No,,31905.68,1192.6,22.4,357.1
8509,Middle aged,Fair,No,,16116.88,375.7,10.1,258.6
52394,Middle aged,Good,No,,1870.64,7.6,1.3,67.1
56899,Juvenile,Good,No,,932.09,23.1,2.4,41.8
769,Middle aged,Fair,No,,2853.44,182.2,7.1,157.7
11872,Middle aged,Good,No,,11223.89,247.1,8.8,157.7
15792,Middle aged,Fair,No,,13808.71,389.2,9.7,371.2
584,Mature,Fair,No,,59071.09,1750.5,25,863.4
57075,Juvenile,Good,No,,153.43,2.3,0.6,6.1
4183,Middle aged,Fair,No,,15292.07,336.9,8.2,157.9
46404,Juvenile,Fair,No,,1165.11,5.4,0.7,12.5
47992,Juvenile,Good,No,,460.29,4.3,0.9,11.6
